County,MedianFamilyIncome,LATracts_half,LATracts1,HUNVFlag
Oxford County,56953.0,2,2,0.23529411764705882
Ozark County,41169.0,0,0,0.5
Ozaukee County,103980.0,13,12,0.16666666666666666
Pacific County,57411.0,1,1,0.2857142857142857
Page County,58859.0,3,1,0.09090909090909091
Palm Beach County,73239.0,302,104,0.17933130699088146
Palo Alto County,65679.5,1,1,0.0
Palo Pinto County,60150.0,6,6,0.2222222222222222
Pamlico County,61683.0,0,0,0.25
Panola County,52670.5,2,2,0.3333333333333333
Park County,77143.0,6,3,0.06666666666666667
Parke County,58040.0,1,1,0.5
Parker County,82869.0,7,7,0.10526315789473684
Parmer County,61212.0,1,1,0.0
Pasco County,54178.0,111,73,0.19548872180451127
Pasquotank County,59903.5,4,4,0.5
Passaic County,73482.0,58,30,0.2222222222222222
Patrick County,55519.5,0,0,0.25
Paulding County,71089.5,15,15,0.125
Pawnee County,57639.5,2,2,0.0
Payette County,56631.5,2,2,0.0
Payne County,54938.0,9,7,0.17647058823529413
Peach County,50678.5,1,1,0.6666666666666666
Pearl River County,55717.0,2,1,0.2222222222222222
Pecos County,69499.5,3,2,0.0
Pembina County,81458.0,0,0,0.0
Pemiscot County,48586.0,3,2,0.3333333333333333
Pend Oreille County,57150.0,0,0,0.0
Pender County,67813.0,2,2,0.0
Pendleton County,51274.0,0,0,0.0
Pennington County,67008.5,17,12,0.2857142857142857
Penobscot County,57646.0,13,8,0.2391304347826087
Peoria County,64054.0,37,23,0.5
Pepin County,69857.0,0,0,0.5
Perkins County,72329.0,0,0,0.0
Perquimans County,54333.0,0,0,0.6666666666666666
Perry County,59335.0,7,5,0.35294117647058826
Pershing County,58819.0,0,0,0.0
Person County,62648.0,2,2,0.7142857142857143
Petersburg Borough,78482.0,0,0,1.0
Petersburg city,44635.0,10,9,0.7272727272727273
Petroleum County,62500.0,0,0,0.0
Pettis County,53257.0,7,4,0.36363636363636365
Phelps County,63367.0,6,5,0.23076923076923078
Philadelphia County,52500.0,156,11,0.2791327913279133
Phillips County,57235.0,3,2,0.5
Piatt County,82891.5,1,1,0.0
Pickaway County,73715.5,4,2,0.08333333333333333
Pickens County,63021.0,18,17,0.4358974358974359
Pickett County,48777.0,0,0,0.0
Pierce County,82891.0,153,97,0.13903743315508021
Pike County,54300.5,13,9,0.275
Pima County,61437.5,201,96,0.25
Pinal County,58566.0,49,43,0.17333333333333334
Pine County,58516.0,1,1,0.0
Pinellas County,66726.0,225,92,0.22633744855967078
Pipestone County,69583.0,1,0,0.0
Piscataquis County,51848.0,0,0,0.25
Pitkin County,109729.0,1,1,0.0
Pitt County,58004.0,23,15,0.46875
Pittsburg County,56880.0,4,3,0.16666666666666666
Pittsylvania County,53012.5,2,2,0.125
Piute County,44167.0,0,0,0.0
Placer County,98246.0,61,39,0.07142857142857142
Plaquemines Parish,46274.5,5,5,0.125
Platte County,84631.0,18,14,0.17857142857142858
Pleasants County,61663.0,0,0,0.5
Plumas County,70893.0,0,0,0.0
Plymouth County,103694.0,81,61,0.20192307692307693
Pocahontas County,57135.0,0,0,0.14285714285714285
Poinsett County,46765.0,2,1,0.42857142857142855
Pointe Coupee Parish,64682.0,3,2,0.16666666666666666
Polk County,60804.0,208,120,0.20123839009287925
Pondera County,60999.0,0,0,0.0
Pontotoc County,58598.5,5,3,0.25
Pope County,59139.0,5,5,0.23529411764705882
Poquoson city,104643.0,3,3,0.0
Portage County,72292.0,29,20,0.2653061224489796
Porter County,82809.0,22,18,0.1
Portsmouth city,57083.5,26,9,0.26666666666666666
Posey County,72155.0,3,2,0.0
Pottawatomie County,62746.5,8,5,0.15
Pottawattamie County,71679.5,17,7,0.1
Potter County,52905.0,26,12,0.23076923076923078
Powder River County,58438.0,0,0,0.0
Powell County,58058.5,0,0,0.5
Power County,59552.0,0,0,0.0
Poweshiek County,76667.0,2,1,0.0
Powhatan County,97176.0,0,0,0.0
Prairie County,55969.0,0,0,0.0
Pratt County,71761.0,2,2,0.0
Preble County,62323.0,4,2,0.08333333333333333
Prentiss County,45890.0,1,1,0.4
Presidio County,45338.0,1,1,0.0
Presque Isle County,55281.5,1,0,0.0
Preston County,60406.0,1,1,0.25
Price County,58172.0,0,0,0.16666666666666666
Prince Edward County,62987.5,0,0,0.75
Prince George County,74957.0,3,3,0.2857142857142857
Prince George's County,88114.0,178,85,0.18807339449541285
Prince William County,114711.5,76,42,0.036585365853658534
Prince of Wales-Hyder Census Area,65313.0,0,0,0.0
Providence County,70689.5,108,38,0.42857142857142855
Prowers County,48800.0,1,1,0.0
Pueblo County,52633.0,46,28,0.21153846153846154
Pulaski County,57628.5,90,69,0.4253731343283582
Pushmataha County,46446.0,0,0,0.6666666666666666
Putnam County,65148.0,39,35,0.26506024096385544
Quay County,31250.0,2,2,0.0
Queen Anne's County,108628.0,3,3,0.2727272727272727
Queens County,75844.0,72,7,0.0359375
Quitman County,38008.5,1,1,0.75
Rabun County,50000.0,0,0,0.2
Racine County,78646.0,34,18,0.2857142857142857
Radford city,58093.0,3,3,0.3333333333333333
Rains County,65307.0,0,0,0.0
Raleigh County,53276.0,12,10,0.5882352941176471
Ralls County,63709.0,0,0,0.0
Ramsey County,77099.0,108,46,0.2608695652173913
Randall County,89457.0,22,7,0.06896551724137931
Randolph County,56160.5,25,20,0.34285714285714286
Rankin County,70006.0,15,15,0.07692307692307693
Ransom County,68315.0,0,0,0.0
Rapides Parish,54041.5,18,16,0.53125
Rappahannock County,86812.5,0,0,0.0
Ravalli County,59668.5,0,0,0.1
Rawlins County,65882.0,0,0,0.0
Ray County,73074.5,1,1,0.5
Reagan County,74432.0,0,0,0.0
Real County,50000.0,0,0,0.0
Red Lake County,76291.0,0,0,0.0
Red River County,53791.0,1,1,0.0
Red River Parish,50286.5,0,0,0.5
Red Willow County,62112.0,2,2,0.3333333333333333
Redwood County,66065.0,2,1,0.0
Reeves County,54250.0,3,2,0.2
Refugio County,57083.5,0,0,0.0
Reno County,59483.0,9,4,0.23529411764705882
Rensselaer County,84338.5,24,15,0.2857142857142857
Renville County,73083.0,0,0,0.0
Republic County,66250.0,0,0,0.0
Reynolds County,52779.5,0,0,0.0
Rhea County,52691.0,2,2,0.5
Rice County,78709.5,9,6,0.3125
Rich County,63500.0,0,0,0.0
Richardson County,64563.0,1,0,0.0
Richland County,63068.5,108,75,0.373134328358209
Richland Parish,50354.0,2,1,0.16666666666666666
Richmond County,79075.0,112,44,0.2891566265060241
Richmond city,59340.5,52,22,0.40625
Riley County,64817.0,10,8,0.46153846153846156
Ringgold County,62972.0,0,0,0.0
Rio Blanco County,76479.0,0,0,0.0
Rio Grande County,54318.0,1,1,0.6666666666666666
Ripley County,61797.0,1,1,0.3
Ritchie County,53722.0,0,0,0.0
Riverside County,69570.0,375,194,0.08647450110864745
Roane County,59506.0,4,4,0.35714285714285715
Roanoke County,78865.0,13,8,0.2777777777777778
Roanoke city,52422.0,23,12,0.6956521739130435
Roberts County,69766.0,0,0,0.0
Robertson County,69525.5,6,3,0.3
Robeson County,40828.0,10,6,0.45161290322580644
Rock County,65435.0,28,23,0.3170731707317073
Rock Island County,61944.5,33,17,0.275
Rockbridge County,64184.5,0,0,0.25
Rockcastle County,49366.5,0,0,0.5
Rockdale County,69479.0,11,11,0.3333333333333333
Rockingham County,90444.0,55,47,0.19230769230769232
Rockland County,116773.0,55,40,0.2
Rockwall County,108750.0,7,6,0.09090909090909091
Roger Mills County,62813.0,0,0,0.0
Rogers County,74015.5,11,8,0.0
Rolette County,49126.5,0,0,0.5
Rooks County,60666.5,0,0,0.0
Roosevelt County,54367.5,3,3,0.25
Roscommon County,50978.0,1,1,0.1
Roseau County,69113.0,1,1,0.0
Rosebud County,59166.5,0,0,0.0
Ross County,64061.0,8,4,0.4117647058823529
Routt County,88482.5,2,2,0.0
Rowan County,58743.5,15,12,0.3235294117647059
Runnels County,53132.0,2,2,0.0
Rush County,60625.0,2,0,0.0
Rusk County,54808.5,5,4,0.16666666666666666
Russell County,48074.0,8,4,0.48148148148148145
Rutherford County,69353.0,36,22,0.16393442622950818
Rutland County,72650.0,7,6,0.25
Sabine County,48929.0,0,0,0.0
Sabine Parish,55500.0,1,1,0.42857142857142855
Sac County,69010.0,0,0,0.0
Sacramento County,72063.0,264,87,0.12063492063492064
Sagadahoc County,76667.5,3,3,0.375
Saginaw County,55968.5,35,25,0.39285714285714285
Saguache County,47638.0,0,0,0.5
Salem County,88155.0,11,8,0.25
Salem city,75799.0,5,3,0.4
Saline County,65292.0,29,20,0.2222222222222222
Salt Lake County,80188.0,184,57,0.11428571428571428
Saluda County,47528.0,0,0,0.4
Sampson County,50598.0,1,1,0.7272727272727273
San Augustine County,48523.0,0,0,0.0
San Benito County,91250.0,8,4,0.0
San Bernardino County,61729.5,297,144,0.1448087431693989
San Diego County,86167.0,469,180,0.06280193236714976
San Francisco County,124760.0,38,4,0.06282722513089005
San Jacinto County,56163.5,0,0,0.0
San Joaquin County,61522.0,99,34,0.1079136690647482
San Juan County,61234.5,19,13,0.21428571428571427
San Luis Obispo County,84629.5,38,20,0.11538461538461539
San Mateo County,132130.0,104,32,0.02564102564102564
San Miguel County,51147.0,4,2,0.18181818181818182
San Patricio County,62563.0,14,10,0.3125
San Saba County,55777.0,1,0,0.0
Sanborn County,68906.0,0,0,0.0
Sanders County,43902.0,0,0,0.0
Sandoval County,62250.0,18,16,0.07407407407407407
Sandusky County,61453.0,8,3,0.3333333333333333
Sangamon County,69808.0,41,18,0.28846153846153844
Sanilac County,53147.5,2,2,0.16666666666666666
Sanpete County,58029.0,2,1,0.0
Santa Barbara County,87516.0,61,25,0.09195402298850575
Santa Clara County,130000.0,279,63,0.0646900269541779
Santa Cruz County,97592.5,48,26,0.12903225806451613
Santa Fe County,75156.0,29,20,0.0
Santa Rosa County,69441.0,16,15,0.2
Sarasota County,72358.5,82,47,0.2127659574468085
Saratoga County,97798.0,23,17,0.10204081632653061
Sargent County,87307.0,0,0,0.0
Sarpy County,89250.0,38,26,0.046511627906976744
Sauk County,74543.0,6,3,0.15384615384615385
Saunders County,83125.0,2,2,0.0
Sawyer County,53062.0,1,1,0.16666666666666666
Schenectady County,81042.0,33,15,0.32558139534883723
Schleicher County,66712.0,0,0,0.0
Schley County,51609.0,0,0,0.0
Schoharie County,68977.0,1,1,0.2857142857142857
Schoolcraft County,60500.0,1,1,0.3333333333333333
Schuyler County,64091.0,1,0,0.1
Schuylkill County,64809.5,21,7,0.25
Scioto County,52363.0,8,4,0.45
Scotland County,49683.0,4,4,0.4444444444444444
Scott County,66015.5,76,38,0.24166666666666667
Scotts Bluff County,63179.0,6,1,0.09090909090909091
Screven County,55417.0,0,0,0.4
Scurry County,74071.5,1,1,0.5
Searcy County,41745.0,0,0,0.3333333333333333
Sebastian County,53185.0,20,9,0.2692307692307692
Sedgwick County,61699.0,103,58,0.248
Seminole County,68676.5,81,54,0.10204081632653061
Seneca County,65798.5,10,6,0.4166666666666667
Sequatchie County,55972.0,1,1,0.3333333333333333
Sequoyah County,47045.0,4,4,0.4444444444444444
Sevier County,55683.5,8,6,0.038461538461538464
Seward County,74432.0,6,3,0.1111111111111111
Shackelford County,54265.0,0,0,0.0
Shannon County,45793.0,0,0,0.5
Sharkey County,39768.5,0,0,0.5
Sharp County,42276.0,1,1,0.25
Shasta County,61376.0,27,18,0.16666666666666666
Shawano County,66645.0,2,1,0.09090909090909091
Shawnee County,66563.0,33,19,0.2558139534883721
Sheboygan County,73815.5,12,6,0.15384615384615385
Shelby County,61936.5,242,136,0.29354838709677417
Shenandoah County,72000.0,1,1,0.3333333333333333
Sherburne County,96346.0,3,3,0.2727272727272727
Sheridan County,72774.0,4,3,0.07692307692307693
Sherman County,64188.0,1,1,0.0
Shiawassee County,66856.0,10,8,0.29411764705882354
Shoshone County,51607.0,1,1,0.0
Sibley County,72653.0,0,0,0.0
Sierra County,40339.0,1,1,0.4
Silver Bow County,56077.0,6,1,0.25
Simpson County,51676.0,2,2,0.3333333333333333
Sioux County,73138.0,2,0,0.0
Siskiyou County,50730.5,3,2,0.21428571428571427
Sitka City and Borough,89518.5,2,1,0.5
Skagit County,72105.0,17,11,0.13793103448275862
Skagway Municipality,84688.0,0,0,0.0
Skamania County,66250.0,0,0,0.0
Slope County,74107.0,0,0,0.0
Smith County,63264.0,28,15,0.12
Smyth County,47955.0,1,1,0.7777777777777778
Snohomish County,93536.0,115,70,0.0738255033557047
Snyder County,60450.0,1,0,0.42857142857142855
Socorro County,45458.0,3,3,0.16666666666666666
Solano County,84685.0,73,34,0.06382978723404255
Somerset County,92931.5,69,46,0.24107142857142858
Somervell County,52272.0,0,0,0.0
Sonoma County,93681.0,65,26,0.08080808080808081
Southampton County,64583.0,0,0,0.25
Southeast Fairbanks Census Area,74283.0,0,0,0.5
Spalding County,43345.0,7,6,0.5
Spartanburg County,59368.0,48,39,0.3188405797101449
Spencer County,74271.0,0,0,0.0
Spink County,67019.0,0,0,0.0
Spokane County,68393.0,79,33,0.10476190476190476
Spotsylvania County,95827.0,18,16,0.03333333333333333
St. Bernard Parish,53438.0,13,6,0.0
St. Charles County,95452.0,71,50,0.10256410256410256
St. Charles Parish,75800.0,9,8,0.15384615384615385
St. Clair County,68750.0,77,61,0.352
St. Croix County,95044.5,5,5,0.07142857142857142
St. Francis County,41997.5,2,2,0.8333333333333334
St. Francois County,55282.0,6,4,0.45454545454545453
St. Helena Parish,53707.0,0,0,1.0
St. James Parish,57829.0,5,3,0.42857142857142855
St. John the Baptist Parish,56563.0,8,7,0.2727272727272727
St. Johns County,98011.0,27,23,0.15384615384615385
St. Joseph County,57304.0,66,39,0.1978021978021978
St. Landry Parish,42481.0,10,5,0.3684210526315789
St. Lawrence County,59348.0,7,6,0.36
St. Louis County,77997.0,228,123,0.29924242424242425
St. Louis city,46004.5,81,11,0.4807692307692308
St. Lucie County,54643.0,41,32,0.37209302325581395
St. Martin Parish,58750.0,3,3,0.18181818181818182
St. Mary Parish,48920.5,12,7,0.1875
St. Mary's County,107745.0,7,6,0.35294117647058826
St. Tammany Parish,76712.5,29,25,0.16666666666666666
Stafford County,115673.0,18,13,0.03571428571428571
Stanislaus County,60999.5,71,20,0.1702127659574468
Stanley County,80278.0,0,0,0.0
Stanly County,59662.0,3,2,0.15384615384615385
Stanton County,70000.0,0,0,0.0
Stark County,65170.0,75,44,0.2604166666666667
Starke County,57969.0,1,0,0.0
Starr County,29726.0,7,6,0.26666666666666666
Staunton city,65803.0,4,0,0.16666666666666666
Ste. Genevieve County,70503.0,1,1,0.0
Stearns County,76115.0,16,10,0.2413793103448276
Steele County,79457.0,5,3,0.2222222222222222
Stephens County,55152.0,10,8,0.3684210526315789
Stephenson County,64918.0,6,1,0.23076923076923078
Sterling County,68411.0,0,0,0.0
Steuben County,61708.0,14,7,0.20512820512820512
Stevens County,61117.0,3,2,0.0
Stewart County,50571.0,0,0,0.4
Stillwater County,73646.0,0,0,0.0
Stoddard County,53597.0,2,1,0.125
Stokes County,55450.0,1,1,0.2222222222222222
Stone County,51051.5,2,2,0.25
Stonewall County,74167.0,0,0,0.0
Storey County,69327.0,0,0,0.0
Story County,81803.0,13,8,0.2631578947368421
Strafford County,87091.0,13,10,0.28
Stutsman County,78668.0,2,1,0.16666666666666666
Sublette County,89993.5,0,0,0.0
Suffolk County,107513.5,370,176,0.19215686274509805
Suffolk city,85408.5,17,13,0.17857142857142858
Sullivan County,61393.0,33,24,0.2891566265060241
Sully County,79643.0,0,0,0.0
Summers County,45759.0,1,1,0.25
Summit County,69825.0,126,71,0.31125827814569534
Sumner County,72040.0,22,20,0.041666666666666664
Sumter County,50438.0,20,12,0.4117647058823529
Sunflower County,42841.0,3,2,0.5714285714285714
Surry County,57629.5,6,4,0.2916666666666667
Susquehanna County,66857.0,3,3,0.09090909090909091
Sussex County,84854.0,50,43,0.05102040816326531
Sutter County,64489.0,15,9,0.09523809523809523
Sutton County,63849.0,1,1,0.0
Suwannee County,50200.0,0,0,0.42857142857142855
Swain County,44325.0,0,0,0.25
Sweet Grass County,67007.0,0,0,0.0
Sweetwater County,84078.0,6,4,0.08333333333333333
Swift County,66160.5,1,0,0.0
Swisher County,53152.0,1,0,0.0
Switzerland County,57206.0,0,0,0.0
Talbot County,76375.0,3,3,0.23076923076923078
Taliaferro County,42292.0,0,0,0.0
Talladega County,49460.5,9,6,0.4090909090909091
Tallahatchie County,39561.0,1,0,0.25
Tallapoosa County,54317.0,1,1,0.7
Tama County,70953.0,1,1,0.0
Taney County,50810.5,5,5,0.4
Tangipahoa Parish,56830.0,11,10,0.631578947368421
Taos County,47001.5,1,1,0.3333333333333333
Tarrant County,70990.0,323,186,0.17183098591549295
Tate County,54256.0,1,1,0.4
Tattnall County,54238.0,1,1,0.6
Taylor County,53069.5,32,16,0.23333333333333334
Tazewell County,66579.0,24,18,0.3170731707317073
Tehama County,55443.0,4,4,0.5454545454545454
Telfair County,39432.0,1,1,0.3333333333333333
Teller County,71280.5,2,1,0.0
Tensas Parish,35707.0,0,0,0.0
Terrebonne Parish,56618.0,12,8,0.5238095238095238
Terrell County,46250.0,1,1,0.2
Terry County,56354.0,2,2,0.3333333333333333
Teton County,84143.0,1,1,0.0
Texas County,55571.0,2,1,0.3333333333333333
Thayer County,65731.0,0,0,0.0
Thomas County,53461.5,5,5,0.35714285714285715
Throckmorton County,64231.0,0,0,0.0
Thurston County,80893.0,33,23,0.17647058823529413
Tift County,46011.0,3,3,0.4444444444444444
Tillamook County,59692.0,0,0,0.25
Tillman County,53875.0,2,0,0.0
Tioga County,63281.5,4,2,0.25
Tippah County,45052.0,1,0,0.5
Tippecanoe County,64183.5,29,19,0.29411764705882354
Tipton County,63408.0,2,1,0.11764705882352941
Tishomingo County,47207.0,0,0,0.5
Titus County,49375.5,3,2,0.125
Todd County,59158.5,1,1,0.42857142857142855
Tolland County,110159.0,15,12,0.21428571428571427
Tom Green County,59968.0,20,11,0.3333333333333333
Tompkins County,80438.5,9,7,0.5454545454545454
Tooele County,75662.5,6,4,0.3
Toole County,64834.5,0,0,0.5
Toombs County,45747.0,1,1,0.5
Torrance County,53940.5,0,0,0.0
Towner County,71920.0,0,0,0.0
Towns County,54550.0,0,0,0.0
Traill County,80186.0,0,0,0.0
Transylvania County,52113.0,2,2,0.2857142857142857
Traverse County,62098.5,0,0,0.0
Travis County,87240.0,178,75,0.15165876777251186
Treasure County,47143.0,0,0,0.0
Trego County,70521.0,0,0,0.0
Trempealeau County,69296.5,1,1,0.125
Treutlen County,46357.5,1,1,0.5
Trigg County,60793.0,0,0,0.3333333333333333
Trimble County,57921.5,0,0,1.0
Trinity County,51317.0,1,1,0.2
Tripp County,61655.5,1,0,0.0
Troup County,56449.0,5,3,0.5
Trousdale County,56830.5,0,0,0.0
Trumbull County,58819.0,38,25,0.21818181818181817
Tucker County,60278.0,0,0,0.0
Tulare County,47708.0,51,20,0.12987012987012986
Tulsa County,62353.5,151,67,0.21264367816091953
Tunica County,40146.0,1,1,1.0
Tuolumne County,70389.0,4,3,0.2
Turner County,57325.5,1,1,0.25
Tuscaloosa County,64236.5,29,15,0.17391304347826086
Tuscarawas County,61534.0,7,5,0.38095238095238093
Tuscola County,59736.0,2,2,0.23076923076923078
Twiggs County,49027.5,0,0,1.0
Twin Falls County,62318.0,7,4,0.14285714285714285
Tyler County,58026.5,1,1,0.25
Tyrrell County,49808.0,0,0,0.0
Uinta County,62445.0,0,0,0.3333333333333333
Uintah County,71413.0,3,3,0.0
Ulster County,79167.0,21,17,0.3191489361702128
Umatilla County,61883.0,7,7,0.4
Unicoi County,50897.5,1,0,0.5
Union County,68125.0,137,70,0.17316017316017315
Union Parish,57027.5,1,1,0.5
Upshur County,57895.0,3,2,0.3076923076923077
Upson County,49806.0,2,2,0.2857142857142857
Upton County,72028.5,0,0,0.0
Utah County,78938.0,112,65,0.015748031496062992
Uvalde County,53859.0,3,2,0.4
Val Verde County,50236.0,7,6,0.5555555555555556
Valdez-Cordova Census Area,103300.0,0,0,0.6666666666666666
Valencia County,47149.5,12,11,0.1111111111111111
Valley County,68099.0,1,0,0.125
Van Buren County,58146.0,3,3,0.25
Van Wert County,58304.0,5,2,0.1111111111111111
Van Zandt County,60735.0,5,4,0.2
Vance County,48599.5,5,2,0.6
Vanderburgh County,53424.0,45,23,0.375
Venango County,59318.5,6,3,0.1875
Ventura County,93724.5,125,53,0.06976744186046512
Vermilion County,55406.0,13,8,0.375
Vermilion Parish,62017.0,4,2,0.25
Vermillion County,62548.0,1,0,0.0
Vernon County,54826.0,3,3,0.46153846153846156
Vernon Parish,53510.0,5,5,0.45454545454545453
Victoria County,69028.0,15,6,0.13636363636363635
Vigo County,50710.0,18,15,0.37037037037037035
Vilas County,53079.0,0,0,0.0
Vinton County,60694.0,0,0,0.6666666666666666
Virginia Beach city,82663.5,85,34,0.08163265306122448
Volusia County,58032.0,95,60,0.19469026548672566
Wabash County,62452.0,7,5,0.25
Wabasha County,79563.0,2,1,0.0
Wabaunsee County,73001.0,0,0,0.0
Wadena County,61350.0,0,0,0.0
Wagoner County,73228.5,12,11,0.09090909090909091
Wahkiakum County,62801.0,0,0,0.0
Wake County,98642.0,165,89,0.13043478260869565
Wakulla County,71628.5,0,0,0.25
Waldo County,59267.5,1,1,0.375
Walker County,54567.0,12,11,0.1951219512195122
Walla Walla County,67721.0,9,3,0.18181818181818182
Wallace County,83586.0,0,0,0.0
Waller County,68295.0,1,1,0.4
Wallowa County,62212.0,0,0,0.0
Walsh County,72268.0,2,0,0.0
Walthall County,38280.0,0,0,0.6666666666666666
Walton County,65988.0,10,10,0.23076923076923078
Walworth County,69552.5,14,11,0.2916666666666667
Wapello County,53289.0,8,7,0.5454545454545454
Ward County,86575.5,11,4,0.125
Ware County,45583.0,5,4,0.5555555555555556
Warren County,73478.0,91,65,0.32748538011695905
Warrick County,83598.0,6,5,0.09090909090909091
Wasatch County,86879.5,4,3,0.0
Wasco County,58581.5,5,2,0.0
Waseca County,67500.0,2,2,0.0
Washakie County,67254.0,2,0,0.0
Washburn County,62188.0,0,0,0.2
Washington County,72772.0,322,200,0.25830258302583026
Washington Parish,44821.0,3,1,0.5454545454545454
Washita County,66358.5,1,1,0.0
Washoe County,75326.5,91,44,0.14150943396226415
Washtenaw County,99750.0,75,38,0.21505376344086022
Watauga County,70313.0,3,1,0.15384615384615385
Watonwan County,69615.0,1,0,0.0
Waukesha County,105299.0,74,56,0.19767441860465115
Waupaca County,72226.0,3,3,0.16666666666666666
Waushara County,62054.0,1,1,0.42857142857142855
Wayne County,51333.0,524,168,0.303475935828877
Waynesboro city,57279.0,4,2,0.2
Weakley County,51716.0,3,3,0.3
Webb County,35767.5,42,19,0.1
Weber County,69466.0,42,23,0.12
Webster County,51805.5,7,6,0.23529411764705882
Webster Parish,39833.0,6,5,0.36363636363636365
Weld County,82134.5,50,29,0.05263157894736842
Wells County,75819.0,4,4,0.2222222222222222
West Baton Rouge Parish,73323.0,3,2,0.2
West Carroll Parish,46208.0,0,0,0.0
West Feliciana Parish,73125.0,0,0,0.0
Westchester County,110617.5,138,57,0.14678899082568808
Westmoreland County,69254.0,68,47,0.3076923076923077
Weston County,75669.0,1,1,0.0
Wetzel County,57039.0,2,2,0.2
Wexford County,51358.0,4,2,0.25
Wharton County,53278.0,2,2,0.09090909090909091
Whatcom County,77428.0,18,12,0.3939393939393939
Wheatland County,45729.0,0,0,0.0
Wheeler County,48500.0,0,0,0.16666666666666666
White County,60172.0,10,6,0.24324324324324326
White Pine County,63889.0,1,1,0.0
Whiteside County,68422.5,11,8,0.1111111111111111
Whitfield County,56208.0,10,6,0.2222222222222222
Whitley County,59038.0,3,1,0.26666666666666666
Whitman County,71797.5,7,5,0.4
Wibaux County,53333.0,0,0,0.0
Wichita County,57756.0,28,19,0.1891891891891892
Wicomico County,66602.0,12,9,0.3684210526315789
Wilbarger County,56771.0,3,3,0.0
Wilcox County,43821.5,0,0,0.375
Wilkes County,51231.0,2,2,0.3333333333333333
Wilkin County,70393.5,1,0,0.0
Wilkinson County,42115.0,0,0,0.6
Will County,92490.5,131,84,0.11333333333333333
Willacy County,40341.0,3,3,0.0
Williams County,70264.5,8,5,0.1875
Williamsburg County,47444.0,0,0,0.6
Williamsburg city,75485.0,3,2,0.3333333333333333
Williamson County,92419.0,109,93,0.12056737588652482
Wilson County,64107.0,24,17,0.2
Winchester city,76983.0,5,3,1.0
Windham County,75966.0,13,6,0.2558139534883721
Windsor County,72229.0,2,2,0.16666666666666666
Winkler County,71974.0,2,0,0.0
Winn Parish,47009.0,1,0,0.25
Winnebago County,64336.0,100,53,0.18487394957983194
Winneshiek County,74931.0,2,2,0.0
Winona County,76345.0,6,3,0.3
Winston County,48773.0,1,1,0.5
Wirt County,49899.5,0,0,0.0
Wise County,56923.5,5,5,0.45454545454545453
Wolfe County,35105.5,0,0,1.0
Wood County,65081.5,46,28,0.2125
Woodbury County,60526.0,15,9,0.16
Woodford County,80491.0,8,7,0.17647058823529413
Woodruff County,47488.5,0,0,1.0
Woods County,74583.0,1,0,0.0
Woodson County,50436.5,0,0,0.0
Woodward County,69643.0,2,2,0.2
Worcester County,88750.0,134,90,0.32972972972972975
Worth County,60707.0,0,0,0.2222222222222222
Wrangell City and Borough,71923.0,0,0,0.0
Wright County,81548.0,11,10,0.34615384615384615
Wyandot County,65485.0,2,1,0.0
Wyandotte County,43899.0,50,28,0.19672131147540983
Wyoming County,67720.0,2,2,0.4583333333333333
Wythe County,60271.0,1,1,0.3333333333333333
Yadkin County,54514.0,1,1,0.42857142857142855
Yakima County,55425.0,28,10,0.1111111111111111
Yakutat City and Borough,75833.0,0,0,0.0
Yalobusha County,46875.0,1,1,0.3333333333333333
Yamhill County,70408.0,9,6,0.11764705882352941
Yancey County,50750.0,0,0,0.2
Yankton County,69940.0,2,2,0.2
Yates County,66369.0,0,0,0.8
Yavapai County,60325.5,22,20,0.16666666666666666
Yazoo County,44227.0,3,2,0.3333333333333333
Yell County,44420.5,1,1,0.0
Yellow Medicine County,70394.0,0,0,0.0
Yellowstone County,74751.5,26,14,0.21875
Yoakum County,73837.5,1,1,0.0
Yolo County,102425.0,29,6,0.0975609756097561
York County,75560.0,122,90,0.22279792746113988
Young County,61157.5,2,2,0.0
Yuba County,53592.5,7,5,0.35714285714285715
Yukon-Koyukuk Census Area,48399.5,0,0,1.0
Yuma County,47411.0,38,17,0.07407407407407407
Zapata County,33438.0,2,1,0.3333333333333333
Zavala County,35536.0,1,1,1.0
Ziebach County,38068.0,0,0,0.0
